,label
0,0.024305555555555556
1,0.024305555555555556
2,0.024305555555555556
3,0.024305555555555556
4,0.024305555555555556
5,0.024305555555555556
6,0.024305555555555556
7,0.024305555555555556
8,0.024305555555555556
9,0.024305555555555556
10,0.024305555555555556
11,0.024305555555555556
12,0.024305555555555556
13,0.024305555555555556
14,0.024305555555555556
15,0.024305555555555556
16,0.024305555555555556
17,0.024305555555555556
18,0.024305555555555556
19,0.024305555555555556
20,0.024305555555555556
21,0.024305555555555556
22,0.024305555555555556
0,0.024305555555555556
1,0.024305555555555556
2,0.024305555555555556
3,0.024305555555555556
4,0.024305555555555556
5,0.024305555555555556
6,0.024305555555555556
7,0.024305555555555556
8,0.024305555555555556
9,0.024305555555555556
10,0.024305555555555556
11,0.024305555555555556
12,0.024305555555555556
13,0.024305555555555556
14,0.024305555555555556
15,0.024305555555555556
16,0.024305555555555556
17,0.024305555555555556
18,0.024305555555555556
19,0.024305555555555556
20,0.024305555555555556
21,0.024305555555555556
22,0.024305555555555556
0,0.024305555555555556
1,0.024305555555555556
2,0.024305555555555556
3,0.024305555555555556
4,0.024305555555555556
5,0.024305555555555556
6,0.024305555555555556
7,0.024305555555555556
8,0.024305555555555556
9,0.024305555555555556
10,0.024305555555555556
11,0.024305555555555556
12,0.024305555555555556
13,0.024305555555555556
14,0.024305555555555556
15,0.024305555555555556
16,0.024305555555555556
17,0.024305555555555556
18,0.024305555555555556
19,0.024305555555555556
20,0.024305555555555556
21,0.024305555555555556
22,0.024305555555555556
0,0.024305555555555556
1,0.024305555555555556
2,0.024305555555555556
3,0.024305555555555556
4,0.024305555555555556
5,0.024305555555555556
6,0.024305555555555556
7,0.024305555555555556
8,0.024305555555555556
9,0.024305555555555556
10,0.024305555555555556
11,0.024305555555555556
12,0.024305555555555556
13,0.024305555555555556
14,0.024305555555555556
15,0.024305555555555556
16,0.024305555555555556
17,0.024305555555555556
18,0.024305555555555556
19,0.024305555555555556
20,0.024305555555555556
21,0.024305555555555556
22,0.024305555555555556
0,0.024305555555555556
1,0.024305555555555556
2,0.024305555555555556
3,0.024305555555555556
4,0.024305555555555556
5,0.024305555555555556
6,0.024305555555555556
7,0.024305555555555556
8,0.024305555555555556
9,0.024305555555555556
10,0.024305555555555556
11,0.024305555555555556
12,0.024305555555555556
13,0.024305555555555556
14,0.024305555555555556
15,0.024305555555555556
16,0.024305555555555556
17,0.024305555555555556
18,0.024305555555555556
19,0.024305555555555556
20,0.024305555555555556
21,0.024305555555555556
22,0.024305555555555556
0,0.024305555555555556
1,0.024305555555555556
2,0.024305555555555556
3,0.024305555555555556
4,0.024305555555555556
5,0.024305555555555556
6,0.024305555555555556
7,0.024305555555555556
8,0.024305555555555556
9,0.024305555555555556
10,0.024305555555555556
11,0.024305555555555556
12,0.024305555555555556
13,0.024305555555555556
14,0.024305555555555556
15,0.024305555555555556
16,0.024305555555555556
17,0.024305555555555556
18,0.024305555555555556
19,0.024305555555555556
20,0.024305555555555556
21,0.024305555555555556
22,0.024305555555555556
0,0.024305555555555556
1,0.024305555555555556
2,0.024305555555555556
3,0.024305555555555556
4,0.024305555555555556
5,0.024305555555555556
6,0.024305555555555556
7,0.024305555555555556
8,0.024305555555555556
9,0.024305555555555556
10,0.024305555555555556
11,0.024305555555555556
12,0.024305555555555556
13,0.024305555555555556
14,0.024305555555555556
15,0.024305555555555556
16,0.024305555555555556
17,0.024305555555555556
18,0.024305555555555556
19,0.024305555555555556
20,0.024305555555555556
21,0.024305555555555556
22,0.024305555555555556
0,0.024305555555555556
1,0.024305555555555556
2,0.024305555555555556
3,0.024305555555555556
4,0.024305555555555556
5,0.024305555555555556
6,0.024305555555555556
7,0.024305555555555556
8,0.024305555555555556
9,0.024305555555555556
10,0.024305555555555556
11,0.024305555555555556
12,0.024305555555555556
13,0.024305555555555556
14,0.024305555555555556
15,0.024305555555555556
16,0.024305555555555556
17,0.024305555555555556
18,0.024305555555555556
19,0.024305555555555556
20,0.024305555555555556
21,0.024305555555555556
22,0.024305555555555556
0,0.024305555555555556
1,0.024305555555555556
2,0.024305555555555556
3,0.024305555555555556
4,0.024305555555555556
5,0.024305555555555556
6,0.024305555555555556
7,0.024305555555555556
8,0.024305555555555556
9,0.024305555555555556
10,0.024305555555555556
11,0.024305555555555556
12,0.024305555555555556
13,0.024305555555555556
14,0.024305555555555556
15,0.024305555555555556
16,0.024305555555555556
17,0.024305555555555556
18,0.024305555555555556
19,0.024305555555555556
20,0.024305555555555556
21,0.024305555555555556
22,0.024305555555555556
0,0.024305555555555556
1,0.024305555555555556
2,0.024305555555555556
3,0.024305555555555556
4,0.024305555555555556
5,0.024305555555555556
6,0.024305555555555556
7,0.024305555555555556
8,0.024305555555555556
9,0.024305555555555556
10,0.024305555555555556
11,0.024305555555555556
12,0.024305555555555556
13,0.024305555555555556
14,0.024305555555555556
15,0.024305555555555556
16,0.024305555555555556
17,0.024305555555555556
18,0.024305555555555556
19,0.024305555555555556
20,0.024305555555555556
21,0.024305555555555556
22,0.024305555555555556
0,0.024305555555555556
1,0.024305555555555556
2,0.024305555555555556
3,0.024305555555555556
4,0.024305555555555556
5,0.024305555555555556
6,0.024305555555555556
7,0.024305555555555556
8,0.024305555555555556
9,0.024305555555555556
10,0.024305555555555556
11,0.024305555555555556
12,0.024305555555555556
13,0.024305555555555556
14,0.024305555555555556
15,0.024305555555555556
16,0.024305555555555556
17,0.024305555555555556
18,0.024305555555555556
19,0.024305555555555556
20,0.024305555555555556
21,0.024305555555555556
22,0.024305555555555556
0,0.024305555555555556
1,0.024305555555555556
2,0.024305555555555556
3,0.024305555555555556
4,0.024305555555555556
5,0.024305555555555556
6,0.024305555555555556
7,0.024305555555555556
8,0.024305555555555556
9,0.024305555555555556
10,0.024305555555555556
11,0.024305555555555556
12,0.024305555555555556
13,0.024305555555555556
14,0.024305555555555556
15,0.024305555555555556
16,0.024305555555555556
17,0.024305555555555556
18,0.024305555555555556
19,0.024305555555555556
20,0.024305555555555556
21,0.024305555555555556
22,0.024305555555555556
0,0.024305555555555556
1,0.024305555555555556
2,0.024305555555555556
3,0.024305555555555556
4,0.024305555555555556
5,0.024305555555555556
6,0.024305555555555556
7,0.024305555555555556
8,0.024305555555555556
9,0.024305555555555556
10,0.024305555555555556
11,0.024305555555555556
12,0.024305555555555556
13,0.024305555555555556
14,0.024305555555555556
15,0.024305555555555556
16,0.024305555555555556
17,0.024305555555555556
18,0.024305555555555556
19,0.024305555555555556
20,0.024305555555555556
0,0.024305555555555556
1,0.024305555555555556
2,0.024305555555555556
3,0.024305555555555556
4,0.024305555555555556
5,0.024305555555555556
6,0.024305555555555556
7,0.024305555555555556
8,0.024305555555555556
